account_id,customer_id,branch_id,account_type,account_status,open_date,close_date,balance,currency,interest_rate,overdraft_limit,monthly_fee,account_number
ACC9321666,CUST004089,BR027,Business,N/A,02/11/2015,,3984.45,EUR,4.0079,500,0,578114801602
ACC8798558,CUST000260,BR020,Checking,ACTIVE,03/03/2018,,2227.24,USD ,0.0444,500,15,582386517925
ACC2662704,CUST004919,BR005,chk,Inactive,04/08/2009,,9295.94,$,1.6646,0,5,108440140097
ACC3148976,CUST001500,BR042,Checking,Suspended,2013-06-23,,4210.37,USD ,0.4341,,25,182253849231
ACC3167400,CUST003377,BR023,money mkt,Active,28-08-2008,,2032.35,GBP,0.3605,,12,817042423531
ACC4726488,CUST002021,BR017,Money Market,Frozen,12/02/2018,,348.64,USD,1.6717,,12,056641330050
ACC2001967,CUST003493,BR033,BUS,closed,25-06-2001,,1373.93,,1.9032,250,15,270910104916
ACC9892093,CUST002681,BR039,Checking,ACTIVE,99/99/9999,,3138.65,$,4.2937,0,12,026438806553
ACC7170398,CUST000518,BR011,MoneyMarket,CLOSED,24/02/2009,,1289.84,GBP,3.1388,250,5,400005450924
ACC2739953,CUST000905,BR010,Savings,CLOSED,"June 12, 2020",,1000.19,GBP,3.2458,$100.00,0,103005778826
ACC9723210,CUST003184,BR033,Money Market,closed,03-01-04,,2997.97,usd,1.5581,,15,975728235937
ACC1653472,CUST000772,BR025,checking,ACTIVE,07/27/2002,,744.45,USD,,250,0,744864475880
ACC9372954,CUST003305,BR025,Savings,active,14-11-2010,20/02/2019,6445.96,usd,4.5929,,0,695974285327
ACC9055517,CUST000840,BR036,Business,Frozen,"March 08, 2000",,2649.45,usd,4.1247,1000,0,173447588599
ACC4774522,CUST002311,BR020,Savings,ACTIVE,04-12-2011,,3411.98,$,5.074,100,15,456082733090
ACC5546116,CUST004966,BR033,Saving,closed,22-12-2005,,637.78,,5.1366,1000,12,052261688160
ACC6443155,CUST004660,BR022,SAV,Inactive,2020-09-19,,1569.66,USD,1.3475,500,25,199654442253
ACC2438993,CUST000483,BR027,Business,open,2014-01-18,,2111.14,usd,,500,10,649536214614
ACC2992651,CUST002426,BR031,Savings,Inactive,22/07/2001,,6605.48,EUR,1.443,500,25,194687923687
ACC4511554,CUST003724,BR009,Buisness,closed,03-03-2018,,"$5,881.48",usd,4.196,USD 1000.00,5,595586853218
ACC3602264,CUST004843,BR023,chk,ACTIVE,20-03-30,21-08-12,1009.14,EUR,3.2973,0,25,648829221624
ACC9643094,CUST001275,BR043,Savings,Open,99/99/9999,,3830.32,$,2.8512,100,15,189248496627
ACC1418838,CUST000098,BR029,Checking,active,,16-05-2020,1115.98,$,0.4911,0,15,285674329452
ACC3725018,CUST003703,BR029,Business,N/A,04/07/2021,,17774.64,$,3.1667,1000,0,112533468821
ACC3038147,CUST004866,BR023,Chequing,active,01/21/2000,,12156.55,usd,2.7424,100,0,747291871040
ACC8560380,CUST001665,BR044,business,closed,"September 14, 2012",,3313.71,US Dollar,1.7249,100,25,458557882730
ACC1678221,CUST002592,BR012,check,ACTIVE,"July 15, 2017",,4801.29,EUR,4.7769,,5,540897243927
ACC5187243,CUST002242,BR017,BUSINESS,active,08/17/2016,,"$6,466.46",,1.8998,,0,004164937448
ACC5993062,CUST004855,BR022,Checking,Suspended,17-02-17,,5106.15,US Dollar,1.3876,0,10,421010928517
ACC9401168,CUST002441,BR018,Business,Open,99/99/9999,,4813.61,US Dollar,3.0289,1000,10,664294091112
ACC1797896,CUST000491,BR046,money mkt,active,12/02/2015,,"12733,46",,1.8112,500,0,546675315592
ACC2453201,CUST002913,,Chequing,Active,11-06-2000,,3629.88,USD,3.1306,1000,0,344535836800
ACC9557048,CUST002118,BR025,Money Market,CLOSED,"July 04, 2007",,,usd,2.1481,1000,15,626685552884
ACC3049754,CUST000073,BR023,business,active,17/08/2020,,7569.03,$,5.1039,0,12,798211594995
ACC8313210,CUST002972,BR033,check,closed,29-01-2009,,4433.33,GBP,3.2675,500,12,347865364649
ACC7177274,CUST002573,BR031,money mkt,Inactive,13-07-06,,5281.02,EUR,0.0701,0,0,872770890350
ACC8588728,CUST003205,BR049,Savings,Suspended,16/02/2016,,1067.17,$,1.2154,0,25,021664301571
ACC5987040,CUST003325,BR044,Savings,Active,18-09-2014,,1856.19,$,4.6449,10000,25,835509856768
ACC1764027,CUST000524,BR014,Savings,Frozen,09/11/2021,,637.4,$,0.9381,250,0,166819616435
ACC2439928,CUST003695,BR047,Business,open,05/05/2007,,"$2,818.98",EUR,1.9455,1000,12,534631757777
ACC7139164,CUST001903,BR003,Biz,Closed,10/26/2008,,2433.22,USD,1.6797,500,25,575148310447
ACC2956372,CUST004840,BR002,Business,ACTIVE,09/08/2008,,2345977.0,EUR,4.9388,USD 100.00,0,742469627213
ACC8473162,CUST003042,BR030,Savings,Frozen,99/99/9999,,3778.85,US Dollar,2.1423,100,10,914515330777
ACC5231720,CUST004130,BR029,Money Market,active,99/99/9999,,6175.44,USD ,4.1756,500,12,693253368657
ACC2253053,CUST001579,BR042,Money Market,active,2018-10-28,19-09-2023,1625.95,usd,4.7084,100,0,992620103121
ACC3684824,CUST002953,BR023,Current Acct,Closed,2017-04-16,,7124.35,GBP,1.6163,100,5,384330918411
ACC5298954,CUST004516,BR017,Money Market,closed,23-03-2021,,3818.93,usd,3.5805,100,10,095289526523
ACC9949751,CUST001830,BR027,Checking,Closed,"March 23, 2011",,4775.99,,2.3263,0,0,346081367580
ACC6106151,CUST004526,BR037,Checking,active,02-09-22,,1395.0,$,,,15,705360127733
ACC9233174,CUST002228,BR033,svgs,open,"January 15, 2019",,3181.95,USD ,3.0186,250,10,424111378803
ACC1355229,CUST000307,BR050,Business,active,"February 11, 2002",,4020.89,USD,5.4071,500,0,121898561655
ACC2384537,CUST002364,BR018,business acct,open,08-04-05,24-03-2014,3557.57,GBP,3.7126,,12,721113652948
ACC9727956,,BR011,Business,open,05/01/2004,,9869.54,GBP,3.1586,$0.00,25,882746726530
ACC4014278,CUST000080,BR002,SAVINGS,closed,01-07-2016,,,usd,1.1239,,12,732590408492
ACC9945622,CUST002917,BR030,Savings,active,2023-05-01,,14159.64,usd,2.8041,,5,519676726526
ACC7674911,CUST003107,BR036,Chequing,CLOSED,2023-05-12,,4403.6,EUR,0.6426,500,12,452623716053
ACC5495620,CUST003432,BR050,Checking,Frozen,99/99/9999,,14289.95,GBP,1.0239,0,12,629900498724
ACC9428255,CUST000169,BR032,business,Active,12/09/2005,,7146.56,$,0.2717,250,10,949184546240
ACC9399328,CUST003983,BR044,CHECKING,closed,01/27/2012,,1263.41,GBP,,,10,450689300573
ACC6372451,CUST003693,BR041,Checking,Closed,"November 17, 2008",,2230.52,,4.9535,100,0,890026264957
ACC4082591,CUST003710,BR019,Checking,Active,09-07-13,,1089.3,GBP,4.4278,$0.00,15,145751388850
ACC8330284,CUST001376,BR009,Checking,closed,2019-10-08,,16.82,USD ,5.2202,500,5,104827225769
ACC6524581,CUST003241,BR035,Checking,open,11-09-2004,,833.26,USD ,1.4289,100,5,941971723380
ACC8022016,CUST001751,,Savngs,Inactive,12/12/2012,,16.28,GBP,2.7103,0,10,376243809184
ACC5066750,CUST004656,BR009,Biz,Inactive,24/06/2008,,5089.56,,4.1507,500,25,309007708946
ACC8930638,CUST002722,BR040,Chequing,open,,,2217.26,,5.0137,250,15,497252072557
ACC7960263,CUST002158,BR026,money mkt,Open,NULL,,1499.21,GBP,3.6837,100,15,292811562660
ACC3939934,CUST003764,BR042,business,CLOSED,"February 24, 2007",09-03-2017,5737.25,US Dollar,4.5836,0,25,728477494796
ACC1763466,CUST003181,BR027,Money Market,Open,06-07-06,,"$7,146.77",GBP,1.149,1000,10,806462987519
ACC2952604,CUST001935,BR050,Money Market,CLOSED,,,14803.73,GBP,2.0069,500,15,515146132553
ACC2493843,CUST000042,BR042,Savings,Closed,05-08-2010,,4109.04,GBP,0.0403,500,15,583573589826
ACC2435600,CUST002299,BR026,Savings,Inactive,05/20/2018,,2476.09,US Dollar,0.7275,100,12,678739310621
ACC1784998,CUST000687,BR045,Checking,N/A,19/05/2002,,1456.9,USD ,2.4692,0,15,482354893693
ACC6571730,CUST001560,BR043,Money Market,CLOSED,09/30/2006,,1005.75,US Dollar,2.7477,100,0,004213880481
ACC5591061,CUST000570,BR007,Checking,active,08/11/2002,,957.73,$,2.852,USD 250.00,5,868398744880
ACC2366345,CUST003667,BR019,savings,Inactive,27/10/2017,,USD 2105.04,USD,3.2337,100,5,308082112998
ACC2864236,CUST003083,BR013,BUSINESS,Inactive,,,"$19,207.83",,3.3795,500,0,413591022410
ACC4121114,,BR032,Checking,closed,2016-09-14,,3.42,USD,3.8336,1000,25,556124286935
ACC6526939,CUST002600,BR036,Money Market,Inactive,"May 22, 2010",,,US Dollar,3.8886,0,12,956481197348
ACC8391530,CUST003169,BR028,Checking,Frozen,"May 14, 2000",,834.96,usd,5.0621,100,15,855186884593
ACC5482472,CUST003490,BR027,SAV,active,14-12-19,,5050.92,$,0.4251,1000,10,894650234272
ACC3699702,CUST004122,BR050,savings,Open,2018-09-18,,1738.45,,5.0896,250,5,980271037653
ACC9849791,CUST001057,BR040,Savings,Closed,14/07/2004,,2444.51,GBP,2.9005,,10,009000516151
ACC8655257,CUST001592,BR034,Money Market,open,2006-05-22,,643.61,usd,0.9908,1000,25,562940840203
ACC9614038,CUST000266,BR028,Checking,Inactive,10/13/2017,,,usd,1.987,,0,991938276539
ACC3021747,CUST004576,BR047,Money Market,Closed,2021-03-20,,435.69,usd,0.8386,500,0,415903946094
ACC3831324,CUST002934,BR020,Savings,open,07/11/2021,,,US Dollar,5.1298,0,12,195794059243
ACC1339944,CUST000669,BR024,Savings,Closed,NULL,02/06/2018,-412.29,EUR,1.7446,500,12,862408229613
ACC6377757,CUST002177,BR013,CHECKING,open,"November 03, 2008",,6252.29,USD ,0.2031,1000,10,795453195859
ACC3955903,CUST002372,BR017,Business,Inactive,99/99/9999,,"3344,39",USD,5.0892,100,15,453675894132
ACC1516018,,BR015,Savings,active,"January 01, 2005",16-09-2017,5148.95,EUR,0.3505,500,0,858137550457
ACC2680339,CUST003630,BR010,Money Market,Suspended,17-10-31,,2168.69,usd,5.2734,0,5,337766610702
ACC3150780,CUST000611,BR039,BUSINESS,CLOSED,"May 29, 2013",,1921.78,GBP,,$500.00,0,207590990545
ACC8410433,CUST001325,BR006,CHK,N/A,,,413.49,USD,3.6066,,12,428526988493
ACC2487300,CUST003582,BR039,Money Market,closed,"October 04, 2019",,2968.14,USD ,1.389,1000,25,733290181128
ACC8332018,CUST001027,BR042,Savings,Open,2015-03-11,,-2890.32,EUR,2.2246,0,12,761109890232
ACC5683723,CUST001813,BR044,money market,closed,05/04/2017,,2525.21,USD,1.8789,1000,10,193563149420
ACC9750524,CUST001051,,money mkt,Frozen,,,5396.28,EUR,3.7385,100,25,714012117284
ACC9518894,,BR019,MM,CLOSED,"January 08, 2001",,7147.19,usd,4.3855,1000,12,034036473546
ACC1929284,CUST003208,BR004,checking,open,01/25/2003,,5557.83,,1.6548,100,25,997531612023
ACC3840626,CUST001854,BR046,CHECKING,Active,05/05/2014,"October 07, 2018",621.31,US Dollar,1.5257,100,5,602774773337
ACC3741288,CUST000636,BR031,Money Market,active,06/05/2006,02/07/2014,3892.07,GBP,4.3997,500,12,777886054484
ACC1578005,CUST001114,BR038,Checking,closed,12-05-17,02/14/2016,334.93,GBP,,0,0,113794845487
ACC3590518,CUST000651,BR028,Money Market,closed,2002-12-02,,4744.82,GBP,3.4516,100,12,942110037323
ACC7354648,CUST004507,BR014,Savings,open,"November 23, 2008",,1924.03,EUR,4.9745,$100.00,5,324119711971
ACC5458980,CUST003914,BR020,BUSINESS,Suspended,09-07-21,,568.55,$,2.7972,250,25,697388928051
ACC3930880,CUST004741,BR036,Business,ACTIVE,2001-04-19,,7923.48,US Dollar,0.5938,1000,12,967024384075
ACC9633652,CUST003045,BR009,business,Frozen,16-09-04,,3807.76,USD ,3.4622,0,0,906484655651
ACC8425835,CUST000752,BR011,SAVINGS,ACTIVE,11-12-23,,-1752.31,GBP,3.4902,1000,0,624831036645
ACC9727482,CUST002765,BR038,Current Acct,Closed,"May 16, 2015",,124.84,USD,1.9591,100,25,316269263437
ACC2969432,CUST004701,BR038,Savings,Suspended,"September 21, 2000",,"3082,79",usd,1.5458,100,12,562796591862
ACC4429593,CUST000657,BR042,check,ACTIVE,NULL,,10267.55,EUR,0.1353,USD 100.00,10,105563318346
ACC7111681,CUST000221,BR049,Buisness,active,04-09-13,,362912.0,USD ,2.6927,,5,081007457212
ACC4691586,CUST002050,BR004,MoneyMarket,Inactive,99/99/9999,,14252.6,USD,1.4644,1000,0,456222330065
ACC9968373,CUST002173,BR032,Business,Inactive,07-12-18,,586.82,USD,2.757,500,0,902707012679
ACC9998832,CUST004433,BR011,BUS,Suspended,07/11/2015,,"$3,360.14",$,2.5701,0,25,488219992887
ACC3244935,CUST001715,BR009,checking,ACTIVE,03/22/2011,25-02-2019,,,0.8369,250,10,783853661438
ACC4901749,CUST003922,BR042,MM,closed,29-12-2014,,2982.32,$,3.8995,100,15,918081426506
ACC2198163,CUST002738,BR008,Money Market,Suspended,2023-12-01,,381.93,usd,4.5895,250,12,544174894703
ACC1787796,CUST002454,BR044,Money Mkt,Suspended,12-07-2006,,3497.58,$,1.6519,500,5,986994609454
ACC2599185,CUST001930,BR004,Checking,open,25/09/2014,16/10/2014,,USD ,2.6579,1000,0,248909668737
ACC8628495,CUST003837,BR004,Biz,Inactive,12-06-05,,"$5,218.26",$,3.4712,0,25,560878395021
ACC8491622,CUST002208,BR024,MM,ACTIVE,09/10/2003,,5728.71,$,4.4526,250,0,192367526656
ACC3564865,CUST000518,BR026,Money Market,Frozen,2004-07-21,01/30/2013,5892.16,usd,5.0767,1000,10,137743431689
ACC1478069,CUST004156,,check,CLOSED,27/09/2019,"March 28, 2020",4355.97,EUR,3.7462,,12,694061061743
ACC6679503,CUST003630,BR017,MoneyMarket,Frozen,18-08-2007,,972.42,US Dollar,1.6659,500,25,739949156844
ACC5619756,CUST004737,BR032,Checking,Open,2017-03-08,,USD 2071.64,US Dollar,4.9993,100,12,063979764499
ACC7537581,CUST002649,BR039,Checking,active,99/99/9999,,5986.76,USD ,3.1648,$500.00,10,262114978583
ACC6178827,CUST002082,BR037,Business,Suspended,"July 18, 2005",,"$12,266.94",USD ,0.3926,250,12,884951130288
ACC3732390,CUST001291,BR009,BUS,Frozen,"December 16, 2010",,328.95,,1.2733,,0,171744943381
ACC3522199,CUST004080,BR011,Biz,N/A,2008-07-22,,3067.49,GBP,1.5382,250,25,506025603318
ACC5967976,CUST002512,BR015,Savings,Suspended,10-03-01,,1498.9,USD,3.4294,,0,808019039493
ACC1819687,CUST002384,BR048,BUSINESS,Suspended,07/28/2022,,1021.6,USD ,1.2352,500,0,265728391475
ACC1775953,CUST003645,,Money Market,closed,2016-06-19,,,$,4.1412,100,5,775899968766
ACC5602625,CUST003109,BR002,Checking,open,26-09-2011,,3726.52,USD,1.1362,0,15,246589786610
ACC4085732,CUST003974,BR044,Buisness,N/A,07/20/2019,,39.28,USD ,2.226,,5,125010118897
ACC3620170,CUST002907,BR019,Money Market,closed,"January 07, 2013",,"$6,060.27",USD,0.9196,,5,705644765163
ACC4591742,CUST000390,BR009,BUS,closed,16-05-24,21-05-22,6856.58,EUR,0.1225,0,10,555112293100
ACC6152021,CUST001406,BR010,Checking,CLOSED,04/17/2006,,13468.44,USD ,1.7766,500,10,319083690271
ACC9606298,CUST001688,BR010,Checkng,Open,"March 11, 2004",,"796,95",USD,0.5646,,25,072089611458
ACC6910798,CUST001225,BR020,Savings,Closed,11/01/2011,,3611.06,$,3.0571,,10,029702408157
ACC7616145,CUST000937,BR005,Business,active,"January 30, 2019",,2224.86,$,1.613,500,12,113644927646
ACC8825399,CUST003573,BR020,Savings,Inactive,21/09/2013,06/17/2023,,EUR,2.4224,USD 100.00,15,115477175969
ACC2176153,CUST004829,BR020,Savings,ACTIVE,NULL,,,EUR,0.1129,,10,057299379288
ACC1112590,CUST004892,BR048,Saving Acct,Frozen,23/10/2011,,6100.08,$,1.6049,,12,056098047629
ACC7803954,CUST000559,BR017,business acct,N/A,05/12/2019,,93.29,GBP,,250,10,463063034557
ACC9670277,CUST000783,BR018,Saving Acct,N/A,"October 08, 2010",,USD 13947.04,$,5.3063,500,25,891059866633
ACC1157177,CUST001132,BR017,checking,open,"April 29, 2010",,6640.43,GBP,1.6607,250,25,059151267790
ACC1056816,CUST003495,BR026,Savings,Closed,10/09/2019,,5563.68,USD,0.999,0,0,705356849350
ACC4507348,CUST004831,BR044,Money Mkt,Open,2022-02-17,,5714.93,USD,2.7553,500,12,891074715710
ACC2710037,CUST003061,BR005,MM,Suspended,06-01-2020,,1971.03,EUR,2.6089,100,5,878276718782
ACC3199383,CUST002470,BR024,Savings,Open,99/99/9999,,5571.19,usd,3.8105,0,25,365354172852
ACC8822481,CUST000874,BR025,Checking,Suspended,2006-09-28,,1956.06,$,1.6995,0,15,578897184642
ACC3599863,CUST004472,BR006,Chequing,CLOSED,13-07-01,,,USD ,1.3828,,12,396093596470
ACC1624370,CUST003587,,Checking,Open,23-08-2018,,780.28,USD,4.2223,,10,032090406474
ACC6543905,CUST004794,BR015,Money Market,Open,17-03-09,,1383.21,US Dollar,2.9285,0,25,651400214396
ACC2670887,CUST001399,BR048,checking,closed,25/12/2008,,,usd,4.7044,,15,406671617735
ACC1634926,CUST000039,BR026,Money Market,Open,2015-09-05,,1538.01,EUR,5.2098,250,10,661748377770
ACC5649219,CUST004592,BR044,MoneyMarket,open,08/31/2004,2021-07-04,2208.24,,0.4487,250,5,412328962265
ACC7733084,CUST001314,BR017,Checking,Frozen,11/03/2001,,2712.42,EUR,1.6754,500,25,510604578910
ACC1909878,CUST000505,BR008,Money Market,Inactive,,,7761.6,GBP,1.5129,0,15,126858487754
ACC5640771,CUST003192,BR035,MONEY MARKET,ACTIVE,06/23/2013,,"$2,962.57",US Dollar,1.3076,250,10,274881359401
ACC4089176,CUST000340,BR001,Checking,Open,14-03-03,,USD 1800.55,usd,1.7424,1000,0,002475544713
ACC7570366,CUST002752,BR043,Business,open,"January 12, 2011",,1138.67,US Dollar,1.8156,1000,15,915161365518
ACC7377977,,BR017,Business,Active,12-05-2010,23-12-2020,2101.56,EUR,2.3084,250,12,935421796417
ACC8669518,CUST003254,BR012,Savings,CLOSED,07/20/2003,,2900.5,EUR,2.835,250,15,975890850254
ACC4828915,CUST001943,,svgs,closed,2004-02-10,,5483.49,usd,1.9968,,0,892585250294
ACC6292950,CUST001134,BR014,Money Market,N/A,07-11-2009,,,EUR,4.8786,250,10,965074123277
ACC5542330,CUST003270,BR007,check,Active,"August 29, 2000",07/01/2017,1002.11,EUR,2.7539,500,15,896889983407
ACC8117909,CUST003811,BR004,Money Market,open,"December 09, 2021",,1909.91,EUR,,250,25,737659375458
ACC5317436,CUST000624,BR037,Savings,open,"July 31, 2004",,1787.64,,1.513,1000,15,153969149135
ACC2797329,CUST001571,BR005,business acct,Inactive,16-12-26,,1988.66,USD ,0.7888,,25,708880372549
ACC6658586,CUST003380,BR030,business,Frozen,29/12/2016,,6310.23,US Dollar,1.5914,250,25,739977536489
ACC9433949,CUST004408,BR023,Business,ACTIVE,20-08-2007,01-06-2014,1567.16,$,,1000,15,354389732153
ACC1118156,CUST002520,BR014,Business,CLOSED,"July 23, 2010",,2787.8,$,2.0523,250,10,238385277569
ACC3410730,CUST002055,BR035,CHK,Closed,"December 25, 2022",,,USD ,1.3322,0,5,646948163941
ACC1100054,CUST003627,BR037,SAVINGS,closed,20-06-2022,,105679.0,$,3.1563,0,25,380073573331
ACC8396240,CUST003370,BR010,Checking,Frozen,06/02/2022,,5073.27,$,3.0766,250,15,106508254746
ACC1029669,CUST004005,BR024,svgs,Frozen,"March 03, 2002",,3168.44,US Dollar,2.3383,1000,12,808994590673
ACC7842702,CUST000943,BR030,Business,active,30-09-2018,,,$,0.0299,0,0,076949385233
ACC5307762,CUST003309,BR019,Money Market,ACTIVE,16-06-26,,6638.38,GBP,2.7616,,5,360267812241
ACC4045594,CUST002166,,Business,N/A,"November 04, 2001",,1116.19,USD,1.0924,1000,12,491073912722
ACC4881304,CUST002934,BR011,Business,N/A,02/03/2013,,858835.0,usd,3.4729,1000,10,502255398803
ACC9455239,CUST004030,BR016,money mkt,Open,"October 24, 2010",,3293.47,USD,1.1622,0,12,959431830496
ACC8860458,,BR014,Money Market,Inactive,23-12-17,,3757.98,,0.9314,,0,618900794051
ACC5545898,CUST001583,BR037,Business,Closed,12-01-2014,,8319.65,,0.9022,USD 0.00,12,013340467077
ACC4732412,CUST003407,BR046,Money Market,active,2020-03-18,,6805.83,$,2.2188,100,25,261382874523
ACC6364566,CUST000314,BR030,Savings,Active,01-10-01,,3680.81,USD ,1.9293,100,5,588677560682
ACC1053489,CUST003287,BR036,check,Open,2016-11-18,,5596.51,EUR,4.3808,500,0,374973105627
ACC4330501,CUST002420,BR046,Current Acct,Active,2001-04-08,,2271.84,EUR,1.53,0,0,543676158444
ACC2124786,CUST001251,BR033,Savings,Open,16-10-07,,,USD,2.7968,0,12,526915214090
ACC4431659,CUST001578,BR022,Checking,CLOSED,04/13/2002,01/15/2015,256.32,USD ,0.1584,,12,248803687161
ACC4676482,CUST000119,BR034,sav,Closed,16-02-01,,376.62,$,2.1419,0,25,536878417083
ACC7266685,CUST000094,BR046,Business,Active,10/06/2006,,7074.33,GBP,2.7244,500,0,735221587268
ACC8928480,CUST003151,BR025,Savings,ACTIVE,27-03-2001,,246.1,usd,3.5934,250,0,732402766267
ACC7319100,CUST003463,BR011,business acct,Active,"May 13, 2018",,742.42,US Dollar,4.9354,250,0,918603481572
ACC2732713,CUST000826,BR023,Checking,N/A,04/04/2022,,6355.26,US Dollar,0.1197,0,12,792028978121
ACC6220210,CUST002411,BR018,Savings,open,07-01-08,,4.59,USD,2.8726,0,15,872979190106
ACC3636312,CUST003772,BR050,BUSINESS,Open,2003-07-09,,1327.4,GBP,5.002,100,15,043415795396
ACC9763023,CUST004868,BR024,Business,Active,27-11-2004,,3508.65,,0.1225,500,12,694586693407
ACC8835830,CUST001726,BR035,money market,Active,05-01-2014,01/11/2018,3619.92,USD ,0.0116,250,12,665394914164
ACC1796493,CUST000077,BR042,Money Market,ACTIVE,05-04-2021,,6005.08,USD,2.5675,0,5,135635640547
ACC4811584,CUST001542,BR027,Money Market,closed,28/01/2019,,2820.28,$,3.1883,500,5,204572189031
ACC2360829,CUST002818,BR001,Biz,Active,12-02-08,,2848.52,usd,,0,10,399934214397
ACC5875442,CUST002383,BR030,Money Market,N/A,2012-01-28,,5168.46,EUR,4.093,100,5,251547008387
ACC5934367,CUST003101,BR003,Money Market,N/A,02-03-07,,2761.6,usd,,250,15,618538170513
ACC9947890,CUST002427,BR004,Savings,Closed,15-05-2022,23-05-31,3750.99,$,1.8065,100,15,447752596529
ACC9648658,CUST001745,BR043,Checking,Open,2021-04-19,,9122.28,USD ,2.3922,100,0,367371002397
ACC2569948,CUST004278,BR016,money market,Closed,28-09-2021,,2052.99,USD,,100,0,205207734917
ACC7366020,CUST004075,BR045,Checking,open,"February 23, 2005",,1945.35,usd,0.7909,0,0,111173180672
ACC3298838,CUST001817,BR038,Money Market,Suspended,"October 26, 2014",,14.22,,5.2317,0,25,540084539700
ACC2924476,CUST003378,BR022,Savings,active,07/18/2018,2023-12-19,3801.73,GBP,2.7206,100,0,078956028466
ACC3815247,CUST000899,BR037,Money Market,Active,2011-06-17,,120.9,,1.8932,100,12,383292541969
ACC1278575,CUST002873,BR048,Business,Active,11/01/2023,,2805.92,,1.8452,0,12,341128994096
ACC3729316,CUST004069,BR001,Savings,Frozen,"April 24, 2019",,6523.34,,4.8231,,0,622058582091
ACC4667201,CUST002672,BR002,Money Market,Inactive,09/20/2014,,3193.33,,2.7779,0,10,711659181348
ACC6529570,CUST000261,BR048,checking,Suspended,12-10-2007,,1256.85,USD,1.1134,1000,5,932599406464
ACC8687499,CUST001874,BR048,business,ACTIVE,06/10/2020,,USD 6170.27,,2.7756,0,15,241633306246
ACC7818321,CUST001783,BR012,Biz,CLOSED,"January 02, 2019",,1257.29,USD,2.8133,0,15,614902749445
ACC1688522,CUST000627,,Checking,Closed,23/07/2003,,5282.5,$,0.7155,1000,5,321098436602
ACC7080542,CUST004049,,Money Market,ACTIVE,02/10/2020,,"$3,769.09",GBP,1.7125,250,25,407863540802
ACC2901629,CUST004035,BR008,Business,Open,02/01/2018,10/01/2021,745.3,USD,4.7536,1000,10,452723922571
ACC4385912,CUST003601,BR037,savings,CLOSED,"October 13, 2023",12/11/2023,9421.15,usd,3.5897,0,0,537675574225
ACC8845015,CUST002446,BR024,sav,open,"August 13, 2020",,895.79,usd,,500,12,478321028946
ACC5261815,CUST003801,BR004,Business,Suspended,08/02/2007,,18258.83,EUR,0.3358,250,10,457110968044
ACC5517339,CUST000521,BR035,Savings,ACTIVE,11-04-11,,29.35,usd,5.0175,100,0,604885516929
ACC4901007,CUST004005,BR045,svgs,Active,99/99/9999,,1223.29,$,0.5269,100,25,681593900996
ACC9361411,CUST004374,BR019,MM,closed,"June 29, 2016","August 12, 2023",891.88,GBP,4.4689,100,25,478731150451
ACC5835391,CUST000747,BR008,Checking,closed,2021-05-10,,56.37,EUR,4.3029,"$1,000.00",5,858176400743
ACC2534036,CUST002722,BR048,business acct,open,2011-12-17,,5272.57,GBP,0.9943,100,10,066415123145
ACC6409345,CUST003804,BR037,MONEY MARKET,Suspended,"July 22, 2001",,4729.18,USD,3.7376,250,25,030402703471
ACC6515159,CUST000111,BR036,Savings,ACTIVE,"January 26, 2017",,6287.62,$,0.4396,500,25,778346218798
ACC3186422,CUST004850,BR020,business,Inactive,NULL,10/01/2023,1186.61,EUR,1.1992,0,15,120828370595
ACC6328844,CUST001442,BR024,Money Market,active,03/11/2016,,2350.36,GBP,4.5111,100,10,106128435667
ACC7119431,CUST000673,BR009,Money Market,Inactive,01/18/2023,,4304.82,USD ,3.1829,100,5,519254401978
ACC8293084,CUST003697,BR049,business,Closed,2016-03-09,,2317.62,$,1.0687,USD 100.00,5,119457770136
ACC5290718,CUST000668,BR034,MM,Open,2008-08-15,,4780.39,USD,1.269,0,5,808690900550
ACC2695702,CUST004243,BR012,Buisness,open,"June 02, 2014",,4020.2,US Dollar,4.4844,250,25,809586614017
ACC3529694,CUST004038,BR023,Business,Closed,08/20/2023,,487.08,USD ,1.8834,0,5,216242827784
ACC8440091,CUST000804,BR001,Buisness,Active,27/01/2001,,6075.52,GBP,2.0216,0,0,559039255565
ACC7873985,CUST002181,BR049,CHECKING,Inactive,08/27/2017,,5101.54,USD,0.5383,,0,207212362422
ACC8750593,CUST002769,BR011,Business,Open,2019-06-08,,4266.53,usd,0.5628,500,5,135376121203
ACC7359413,CUST004096,BR004,MONEY MARKET,CLOSED,16-05-2019,,674.12,US Dollar,,250,15,613020074840
ACC9877818,CUST002263,BR043,CHK,Open,"August 20, 2007",,1247.88,GBP,3.2022,0,5,990033362563
ACC6109020,CUST003136,BR023,Saving,closed,01-10-31,,1998.07,usd,2.6199,,12,976571984143
ACC8449037,CUST000809,BR010,Business,ACTIVE,2005-04-07,,1313.63,usd,0.9208,USD 500.00,15,158574727985
ACC3129548,CUST000948,BR021,CHECKING,Suspended,10-07-2001,,1034.1,EUR,0.2271,100,5,373348739117
ACC8239814,CUST003947,BR050,business acct,Open,03/12/2021,,6546.37,$,,,25,544670503710
ACC6362940,CUST000341,BR022,MM,Inactive,19-07-2020,09/09/2020,"4067,01",USD ,5.3001,1000,10,745159691246
